Test_Loss,Train_Loss
0.03859411428372065,0.05276251962790505
0.028387846425175667,0.03030821235062411
0.029139497006932896,0.028339261284623392
0.032514747232198715,0.028194476086168718
0.027257499595483143,0.02685072561964775
0.029821151867508888,0.026879957596508738
0.031001012151439983,0.02597802321020609
0.026178304105997086,0.02642236420741448
0.026742279529571533,0.025349629905600198
0.025263603776693344,0.02498153143395216
0.026470017929871876,0.025676963719515465
0.02664114659031232,0.024574660803549565
0.028620054324467976,0.024398240827931426
0.025687020272016525,0.024500782249304347
0.02578724796573321,0.023702371608800232
0.025964378689726193,0.02323168520935071
0.025596537937720616,0.023303252943337727
0.025377297153075535,0.022595172855429925
0.02532879263162613,0.022697560405597474
0.02389309306939443,0.022485171211883426
0.02491815574467182,0.021763649828827534
0.023622684180736542,0.02140301285096659
0.02371622311572234,0.02147366158449306
0.023937294259667397,0.021362291935544748
0.02304699644446373,0.020995123861118768
0.02249925397336483,0.020431169983333886
0.022674080605308216,0.020660237116643634
0.023709652324517567,0.02043046071552313
0.022979469348986942,0.02009884017901734
0.0224631583938996,0.020095986932014618
0.022530697286128998,0.019926912133367017
0.02214546998341878,0.019906724313608348
0.022246791049838066,0.01970996050379024
0.021911123146613438,0.01970270260846099
0.022297298535704613,0.01961064116897969
0.02246074502666791,0.01955702364182052
0.02178885042667389,0.019445147822037913
0.021556508416930836,0.01947600348219753
0.022180259227752686,0.019370797561863676
0.021841575702031452,0.01902745159056324
0.021339517707626026,0.018869170766825285
0.02171143765250842,0.018992508979490362
0.021309685582915943,0.019089112723938737
0.021438156565030415,0.018863653916364107
0.021315714965264004,0.018960554970619388
0.021374478315313656,0.018821204522958934
0.021272212266921997,0.018808147565533336
0.021269499013821285,0.01880427709935854
0.02129293108979861,0.0188128776782646
0.021295967201391857,0.018763167768692933
