Test_Loss,Train_Loss
0.1306718389193217,0.1630390744942885
0.1283555974562963,0.12239169162244369
0.12426463266213734,0.11426920109452346
0.11775018523136775,0.1095022629134548
0.10484684507052104,0.10351691672053093
0.09076344718535741,0.09657004669022101
0.07657965272665024,0.0823424191882786
0.06538913398981094,0.0719070257857824
0.0588397408525149,0.06587979726445599
0.053500319520632424,0.061125293887483
0.05286365499099096,0.05840228538578137
0.05357599879304568,0.0565817178800129
0.047965701669454575,0.05480154582227652
0.04743092258771261,0.05384183154465296
0.04604016368587812,0.05222060500333706
0.043719002356131874,0.05136078376418505
0.043434251099824905,0.05062707289098165
0.0419554648300012,0.04969269350075569
0.041119212905565895,0.04896764110964842
0.04046453287204107,0.048701629209785886
0.03983616208036741,0.0471013063349976
0.03937908634543419,0.046682978371301524
0.03870010624329249,0.04586906263079399
0.039003003388643265,0.04605226822866079
0.03952063247561455,0.04542056046044215
0.03769338130950928,0.04510237645501128
0.037300605326890945,0.044713030951336406
0.037669382989406586,0.0440109887948403
0.03710187723239263,0.04351188324821683
0.036785293370485306,0.04360530969615166
0.04370075464248657,0.043832393386998236
0.03780476624766985,0.043426201989253364
0.04362530757983526,0.04272653869329355
0.035843729972839355,0.042214013922673
0.03555803497632345,0.0421303481532213
0.03665627911686897,0.0420788595190224
0.03560888518889745,0.041735276502246656
0.035482307275136314,0.04206943234954125
0.0353570319712162,0.0409938624749581
0.035005442798137665,0.0411103188764686
0.0350783442457517,0.04067501123660268
0.03519325703382492,0.041365144857897974
0.034947010378042855,0.04067247113189063
0.03454208249847094,0.04049291064700064
0.04298417021830877,0.04102904529860004
0.03504222507278124,0.04019860576432294
0.0348421943684419,0.04015127660181278
0.03715898469090462,0.04022480443549844
0.042469450583060585,0.04009122092229051
0.034695811569690704,0.04000342654613539
0.03430233895778656,0.03953532174898264
0.0420430451631546,0.039705104928893536
0.03409022465348244,0.039592456962101355
0.03383720417817434,0.03902930269638697
0.033593094597260155,0.03957781467276315
0.033897570023934044,0.03917161512594575
0.03358971575895945,0.038757106414637886
0.04150707274675369,0.03842510583285147
0.03356397648652395,0.03876249071282263
0.04039380451043447,0.038848741994931914
0.036105399330457054,0.03881016845862644
0.03340344627698263,0.03871628648649233
0.04113949711124102,0.03869002582863546
0.0332364005347093,0.03813538097370511
0.03315103302399317,0.03858723518892358
0.033360990385214485,0.03855875308195559
0.03291931748390198,0.038877356743726596
0.03344375019272169,0.03809332061344041
0.033055905252695084,0.03793353140831758
0.03259540721774101,0.037455396816277735
0.03351947292685509,0.03776166665678223
0.03275347252686819,0.03789770979290971
0.03521203870574633,0.03822337270666582
0.03257075697183609,0.037887285296351485
0.032514214515686035,0.0377964374776452
0.03261408085624377,0.0375149044363449
0.03254060943921407,0.03764573131234218
0.03275733316938082,0.037587143044966534
0.03568249444166819,0.03734066962407759
0.032785593221584954,0.037491349288477346
0.03268826628724734,0.03747761387449618
0.03242579226692518,0.037626316979861796
0.03287425761421522,0.03783021769366968
0.03223353375991186,0.036878675986558966
0.03218678136666616,0.036665564140257165
0.03217781335115433,0.03748430616747683
0.032205116003751755,0.03752532004951858
0.03214340036114057,0.03717928126645394
0.03205865869919459,0.03688940706734474
0.03197982038060824,0.03666104387659102
0.03207550570368767,0.03683535006040564
0.032133787870407104,0.036388143395575195
0.03194101403156916,0.0365033428160808
0.03218621636430422,0.036711899378599644
0.0318422702451547,0.03658212141659206
0.0319831520318985,0.03661616325067977
0.03194711357355118,0.03661361503271529
0.04019144674142202,0.03665419536021849
0.03177869195739428,0.03659962453783896
0.03196760763724645,0.03629925389153262
0.03182607019941012,0.03645446435667765
0.03184413289030393,0.036266775557007164
0.031779845555623375,0.03642514217286729
0.031723951920866966,0.03618235015668548
0.031675477822621666,0.03641204625511399
0.031711782018343605,0.036249818363919474
0.03167602295676867,0.036331151444942526
0.03171921645601591,0.03626877797218279
0.03160688281059265,0.03556483409677943
0.031623415648937225,0.03595711071139727
0.0316827247540156,0.035645782141588055
0.03166603669524193,0.035926964319048404
0.03150597711404165,0.036152683335762374
0.031578208630283676,0.036191367938254886
0.031419871374964714,0.03596599539741874
0.031521537651618324,0.036154270434799865
0.03145005367696285,0.0358830194036739
0.031495027244091034,0.03614234323732746
0.03148228799303373,0.035632755792437076
0.03149751635889212,0.03585940495563241
0.031458414470156036,0.035714754016878895
0.03142695687711239,0.03553055105611491
0.03144479729235172,0.035496789000880644
0.03137420987089475,0.035714538141082115
0.031361132239302,0.035408580371250324
0.031399612625439964,0.03569041018207104
0.03135563060641289,0.035556602399223126
0.03148531044522921,0.03560598673991477
0.03139693662524223,0.035562352307188586
0.031336829687158264,0.035578855235750474
0.031317065159479775,0.035601132949336596
0.03133775604267915,0.03544806610816755
0.031340012326836586,0.03576629233952516
0.03137873361508051,0.03565975694726102
0.03132304052511851,0.03560740871426578
0.03129959044357141,0.03540997660289017
0.031294689824183784,0.035231289973195926
0.03133361848692099,0.035578310173243664
0.03130859757463137,0.03557638469964075
0.03130664428075155,0.035119468053707324
0.03127663147946199,0.03528132781577416
0.031280635545651116,0.03513131198138954
0.03130360692739487,0.03529848386414158
0.03130350075662136,0.03554359276014834
0.03127544745802879,0.035582174708207064
0.03127788876493772,0.03533826188709682
0.03127292233208815,0.035608275363651604
0.03128830902278423,0.03548493017800725
0.03128248949845632,0.03577135477621013
0.03127868163088957,0.03528857336809429
